labels,text_en,translated_de
ham,"Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?","Habe im Auto meines Vaters am Obstgarten festgesessen. Gehe jetzt zum Abendessen. Und du? Sind sie heute Abend frei?"
ham,"Ok i also wan 2 watch e 9 pm show...","Ok, ich möchte auch die 21 Uhr Show sehen..."
ham,"I dunno lei... Like dun haf...","Ich weiß nicht, Lei... Wie auch immer..."
ham,"But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.","Aber dein Bruder hat nur  &lt;#&gt;  +  &lt;#&gt; . Pa übertragen."
ham,"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.","Ich rufe Sie später an. Am Nachmittag gibt es Probleme mit dem MTNL-Service in Südmumbai. Ich kann Sie hören, aber Sie können mich nicht hören."
spam,"83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541","83039 62735 = £450 UK Break Unterkunftsgutscheine gelten die Geschäftsbedingungen. Um Ihren Anspruch geltend zu machen, müssen Sie Ihre Anspruchsnummer angeben, die 15541 lautet."
ham,"Talk to g and x about that","Sprechen Sie mit g und x darüber."
ham,"Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)","Hallo liebe Freunde... Dies ist meine neue und aktuelle Nummer.. :) Von Rajitha Raj (Ranju)"
spam,"5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.","5p 4 Alfie Moon's Kinder in Not Song auf deinem Handy. Sag es deinen Freunden. Sende "Txt Tone charity" an 8007 für Nokias oder "Poly charity" für Polyphonics: zed 08701417012 Gewinn für wohltätige Zwecke."
ham,"As in different styles?","In verschiedenen Stilen?"
spam,"WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.","GEWINNE jede WOCHE einen £200 Einkaufsbummel AB JETZT. Zum Spielen sende den Text STORE an 88039. SkilGme. Geschäftsbedingungen unter 08714740323 1Winawk! ab 16 Jahren £1.50 pro Woche Abo."
ham,"Gud ni8 dear..slp well..take care..swt dreams..Muah..","Gute Nacht Liebling..schlaf gut..pass auf dich auf..süße Träume..Bussi.."
ham,"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts","Ich möchte heute &lt;#&gt; Nachrichten senden. Das ist der Grund. Entschuldigung, wenn es verletzend ist."
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921","Dies ist der zweite Versuch, dich zu erreichen. Du hast den Hauptpreis dieser Woche von entweder £1000 in bar oder £200 gewonnen. Einfach unter 09066361921 anrufen."
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol","Gut, ich bin froh, dass du es nicht total missfallen hast ... Lol"
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.","Hallo, jetzt nicht blitz mich. Wenn du mich anrufst, ruf mich an. Wie geht es dir? Pass auf dich auf."
spam,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.","Möchten Sie morgen ein neues Nokia 3510i-Farbtelefon geliefert bekommen? Mit 300 Freiminuten für jedes Mobiltelefon + 100 kostenlose SMS + kostenloser Camcorder. Antworten Sie oder rufen Sie unter 08000930705 an."
ham,"Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.","Mark arbeitet morgen. Er ist um 5 Uhr fertig. Seine Arbeit ist in der Nähe deines Hauses, also kann er sich danach mit dir treffen."
ham,"Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)","Erstaunlich: Wenn Sie diese Buchstaben neu anordnen, haben sie die gleiche Bedeutung... Schlafsaal = Schmutziges Zimmer Astronom = Mondgucker Die Augen = Sie sehen Wahlergebnisse = Lügen lassen nachzählen Schwiegermutter = Frau Hitler Elf plus zwei = Zwölf plus eins Es ist erstaunlich... !:-)"
ham,"Aiya we discuss later lar... Pick ü up at 4 is it?","Aiya wir besprechen es später... Holst du mich um 4 ab, oder?"
ham,"Hey happy birthday...","Hey, alles Gute zum Geburtstag..."
ham,"Sorry i missed your call. Can you please call back.","Entschuldigung, ich habe Ihren Anruf verpasst. Können Sie bitte zurückrufen?"
ham,"Omg if its not one thing its another. My cat has worms :/ when does this bad day end?","Omg, wenn es nicht das eine ist, dann ist es das andere. Mein Kater hat Würmer :/ wann endet dieser schreckliche Tag?"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.","Guten Morgen, ich leide unter Fieber und Ruhr... Ich werde heute nicht ins Büro kommen können."
ham,"I wont do anything de.","Ich werde nichts tun."
ham,"What type of stuff do you sing?","Welche Art von Liedern singst du?"
ham,"St andre, virgil's cream","St. Andre, Virgils Sahne"
ham,"No no. I will check all rooms befor activities","Nein nein. Ich werde alle Zimmer vor den Aktivitäten überprüfen."
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...","Mein Freund... Okay, dann gehe ich Auto fahren und gehe danach einkaufen..."
ham,"Gokila is talking with you aha:)","Gokila spricht mit dir aha:)"
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.","Hallo Shanil,
Hier ist Rakhesh. Danke, ich habe den ungeschliffenen Diamanten ausgetauscht. Ich lasse den Rest zurück. Hervorragender Service von Dino und Prem."
ham,"K.k.this month kotees birthday know?","K.k. Diesen Monat Kotees Geburtstag wissen?"
ham,"But i'm really really broke oh. No amount is too small even  &lt;#&gt;","Aber ich bin wirklich wirklich pleite. Kein Betrag ist zu klein, sogar <#>."
ham,"Sorry about that this is my mates phone and i didnt write it love Kate","Entschuldigung, das ist das Handy meines Kumpels und ich habe es nicht geschrieben. Liebe Grüße, Kate."
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!","TheMob> Klicken Sie auf den Link, um ein Premium-Pink-Panther-Spiel, die neue Nr. 1 von den Sugababes, eine verrückte Zebra-Animation oder ein cooles Hoody-Hintergrundbild - alles 4 KOSTENLOS!"
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.","Ah, nun, das verwirrt die Dinge, oder? Ich dachte, ich sei jetzt mit befreundet. Vielleicht habe ich das falsche getan, aber ich habe ihn schon irgendwie eingeladen - obwohl er vielleicht wegen Geld nicht kommen wird."
ham,"Aight, call me once you're close","Alles klar, ruf mich an, wenn du in der Nähe bist."
ham,"Nope thats fine. I might have a nap tho!","Nein, das ist in Ordnung. Ich könnte aber ein Nickerchen machen!"
spam,"This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com","Diese Nachricht betrifft Ihre Bestellung von Mobilinhalten. Sie wurde erneut versandt, da der vorherige Versuch aufgrund eines Netzwerkfehlers fehlgeschlagen ist. Anfragen bitte an customersqueries@netvision.uk.com."
ham,"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ","In other news, nachdem er mich eine Woche lang genervt hat, ihm Weed zu besorgen, hat Andres kein Geld. HAUGHAIGHGTUJHYGUJ"
ham,"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob","Ich möchte dringend ein BMW-Auto kaufen. Es ist sehr dringend, aber ich habe einen Mangel von &lt;#&gt; Lakh. Es gibt keine Quelle, um diesen Betrag aufzubringen. &lt;#&gt; Lakhs... das ist mein Problem."
ham,"Ding me on ya break fassyole! Blacko from londn","Melde dich in deiner Pause, du Idiot! Blacko aus London"
ham,"I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA","Ich brauche es wirklich, dich zu küssen. Ich vermisse dich, mein Baby, von deinem Baby für immer."
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL","Das Zeichen der Reife ist nicht, wenn wir anfangen, groß zu reden... Eigentlich ist es, wenn wir anfangen, kleine Dinge zu verstehen... *EINEN SCHÖNEN ABEND* BSLVYL"
ham,"Oh you got many responsibilities.","Oh, du hast viele Verantwortlichkeiten."
spam,"You have 1 new message. Please call 08715205273","Sie haben 1 neue Nachricht. Bitte rufen Sie 08715205273 an."
ham,"I've reached sch already...","Ich habe bereits SCH erreicht..."
spam,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906","Dezember nur! Haben Sie Ihr Handy seit 11 Monaten oder länger? Sie haben Anspruch auf ein kostenloses Update auf das neueste Farbkamera-Handy! Rufen Sie das Mobile Update VCo KOSTENLOS unter 08002986906 an."
ham,"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?","Sie brauchen definitiv ein Modul aus den Geisteswissenschaften, oder? Möchten Sie zuerst andere Module belegen?"
ham,"Argh why the fuck is nobody in town ;_;","Argh, warum zur Hölle ist niemand in der Stadt ;_;"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.","Holen Sie sich den England-Ton von 3 Lions, antworten Sie mit lionm 4 Mono oder lionp 4 Poly. Für weitere Optionen besuchen Sie www.ringtones.co.uk, die Original- und besten. Töne kosten 3GBP, Netzbetreibergebühren gelten."
ham,"Thanks. Fills me with complete calm and reassurance!","Danke. Erfüllt mich mit vollkommener Ruhe und Sicherheit!"
ham,"Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....","As-salamu alaykum .... Insha Allah, deine Schwester ist auch sicher und gesund. Bedeutung gleich hier ...."
ham,"Are you driving or training?","Fahren Sie oder nehmen Sie den Zug?"
ham,"Lol for real. She told my dad I have cancer","Lol, im Ernst. Sie hat meinem Vater gesagt, dass ich Krebs habe."
spam,"PRIVATE! Your 2003 Account Statement for 078","PRIVAT! Ihr Kontoauszug für 2003 für 078"
ham,"Oops I did have it,  &lt;#&gt; ?","Oops, das hatte ich doch, &lt;#&gt; ?"
ham,"NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?","NICHT GENÜGEND KREDIT, UM ANZURUFEN. SOLL ICH UM 18 UHR VON DER UNIVERSITÄT ABFAHREN UND EINEN BUS ZU DEINEM HAUS NEHMEN?"
ham,"Hi Chikku, send some nice msgs","Hallo Chikku, schicke ein paar nette Nachrichten."
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary","Er ist unmöglich zu diskutieren und behandelt mich immer wie sein Untergebener, als hätte er mich nie losgelassen ... Was er getan hat, und ich werde ihn daran erinnern, wenn nötig."
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","Nach meiner Arbeit ah... Den 6 plus lor... Du arbeitest auch, richtig... Dann geh zum Orchard lor, keine andere Möglichkeit mehr..."
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola","An die wundervollen Okors, habt einen tollen Monat. Wir schätzen euch sehr und wünschen euch jeden Tag alles Gute. Moji Biola"
ham,"Cuz ibored. And don wanna study"," "Weil ich gelangweilt bin. Und keine Lust zu lernen habe."
ham,"Wot about on wed nite I am 3 then but only til 9!","Was ist mit Mittwochabend? Ich bin um 3 Uhr dabei, aber nur bis 9 Uhr!"
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....","Rose für Rot, Rot für Blut, Blut für Herz, Herz für dich. Aber du für mich.... Sende das an alle deine Freunde... inklusive mir... Wenn du mich magst... Wenn du eine Antwort bekommst, bedeutet das... 1-du bist arm an Beziehungen! 2-du brauchst jemanden zur Unterstützung 3-du hast zu viele Freunde 4-jemand liebt dich 5+- jemand betet zu Gott, dass du heiratest. :-) Probier es aus..."
ham,"Any way where are you and what doing.","In welcher Art und Weise bist du und was machst du?"
ham,"That sucks. I'll go over so u can do my hair. You'll do it free right?","Das ist ärgerlich. Ich werde vorbeikommen, damit du mir die Haare machen kannst. Du wirst es umsonst machen, oder?"
ham,"it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;","Es funktioniert immer noch nicht. Und diesmal habe ich auch versucht, Nullen hinzuzufügen. Das war die Ersparnis. Das Girokonto zeigt &lt;#&gt; an."
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.","Hmm... Keine Ahnung, vielleicht eine Tasche zum Ausgehen, die nicht zu klein ist. Oder einfach irgendetwas außer Parfüm, etwas, das ich behalten kann."
ham,"Sday only joined.so training we started today:)","Heute ist Sday beigetreten. Deshalb haben wir heute mit dem Training begonnen:)"
ham,"Sorry * was at the grocers.","Entschuldigung, ich war beim Lebensmittelhändler."
ham,"There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?","Es gibt einige schöne Kneipen in der Nähe oder es gibt ein Frankie & Benny's in der Nähe des Warner-Kinos?"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","SIE HABEN GEWONNEN! Ihr 4* Costa Del Sol Urlaub oder £5000 warten auf Abholung. Rufen Sie jetzt an unter 09050090044, um Ihren Gewinn einzufordern. SAE, TC s, POBox334, Stockport, SK38xh, Kosten £1.50/pm, Max. 10 Minuten."
ham,"Yup... I havent been there before... You want to go for the yoga? I can call up to book","Yup... Ich war noch nicht dort... Möchtest du zum Yoga gehen? Ich kann anrufen, um zu buchen"
ham,"Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.","Oh halt's Maul. Omg gestern hatte ich einen Traum, in dem ich 2 Kinder hatte, beide Jungs. Ich war so sauer. Nicht nur wegen der Kinder, sondern weil es Jungs waren. Ich habe Mark sogar in meinem Traum gesagt, dass er die Windeln wechseln soll, weil ich nicht ins Gesicht gepinkelt werden möchte."
ham,"Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.","Ja, ich stelle mir vor, er wäre wirklich sanft. Anders als die anderen Ärzte, die ihre Patienten wie Truthähne behandeln."
spam,"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone","KOSTENLOS für 1. Woche! Nr. 1 Nokia-Klingelton für Ihr Mobiltelefon jede Woche, senden Sie einfach NOKIA an 8077. Fangen Sie an zu simsen und erzählen Sie es Ihren Freunden. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/Klingelton"
ham,"Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.","Jetzt, da du angefangen hast, hör nicht auf. Bitte nur um mehr gute Ideen und alles, was ich sehe, dass euch helfen kann, werde ich euch einen Link weiterleiten."
ham,"Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate","Hallo Liebling, ich bin auf Helens Handy. Ich werde heute Abend im Prinzen sein. Bitte komm hoch. Liebe, Kate."
ham,"I'm in office now da:)where are you?","Ich bin jetzt im Büro da:) Wo bist du?"
ham,"Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...","Aiyar du armes Ding... Ich gebe dir meine Unterstützung k... Jia you! Ich werde an dich denken..."
ham,"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.","Oh unbeabsichtigt, nicht schlechtes Timing. Toll. Hoffentlich spielen die Züge mit! Werde fünfzehn Minuten im Voraus Bescheid geben."
spam,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk","Bereiten Sie Ihren Garten für den Sommer vor mit einer KOSTENLOSEN Auswahl an Sommerblumenzwiebeln und -samen im Wert von £33:50 nur mit The Scotsman an diesem Samstag. Um aufzuhören, gehen Sie zu notxt.co.uk."
ham,"K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)","K.. dann komm wann immer du kommen möchtest und sag auch Vikky Bescheid, dass sie vorbeikommen soll, wenn sie Zeit hat.. :-)"
ham,"Pls call me da. What happen.","Bitte ruf mich an. Was ist passiert?"
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)","Frohes neues Jahr für Sie und Ihre Familie... möge dieses neue Jahr Glück, Stabilität und Ruhe in Ihr lebendiges, buntgefärbtes Leben bringen:):)"
ham,"No problem with the renewal. I.ll do it right away but i dont know his details.","Kein Problem mit der Erneuerung. Ich werde es sofort erledigen, aber ich kenne seine Details nicht."
ham,"Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.","Ich weiß nicht. Ich sitze jetzt hier auf einem Stop-and-Shop-Parkplatz, heule mir die Augen aus, weil ich das Gefühl habe, dass ich in allem versage. Niemand will mich und jetzt habe ich das Gefühl, dass ich auch bei dir versage."
ham,"Haven't left yet so probably gonna be here til dinner","Habe noch nicht verlassen, also werde wahrscheinlich hier bis zum Abendessen bleiben."
ham,"Like  &lt;#&gt; , same question","Wie  <#> , gleiche Frage"
ham,"MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY","MEIN SILVESTER WAR IN ORDNUNG. ICH BIN MIT MEINEM FREUND ZU EINER PARTY GEGANGEN. WER IST DANN DAS, HEY?"
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.","Herr, ich benötige das Geburtsdatum von Herrn Velusamy und die Details zu den Firmenbankanlagen."
ham,"K k:) sms chat with me.","K k:) SMS-Chat mit mir."
ham,"I will come with karnan car. Please wait till 6pm will directly goto doctor.","Ich werde mit dem Auto von Karnan kommen. Bitte warte bis 18 Uhr, dann gehe ich direkt zum Arzt."
ham,"No but the bluray player can","Nein, aber der Blu-ray-Player kann es."
ham,"Ok... Then r we meeting later?","Ok... Treffen wir uns später?"
ham,"Lol no. I just need to cash in my nitros. Hurry come on before I crash out!","Lol nein. Ich muss nur meine Nitros einlösen. Beeil dich, bevor ich abstürze!"
ham,"Just send a text. We'll skype later.","Just sende einen Text. Wir skypen später."
ham,"Ok leave no need to ask","Ok, lass es, es ist nicht nötig zu fragen."
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p","Herzlichen Glückwunsch, 2 mobile 3G-Videotelefone gehören Ihnen. Rufen Sie jetzt 09063458130 an! Videochat mit Ihren Freunden, spielen Sie Java-Spiele, laden Sie polyphone Musik herunter, keine Mietkosten. Bx420. ip4. 5we. 150p."
ham,"Ü still got lessons?  Ü in sch?"," "Hast du immer noch Unterricht? Ü in der Schule?"
ham,"Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.","Sie glaubt nicht, oder? Ich dachte, ich hätte es ihr bereits gesagt, dass es wahr ist. Ich denke, sie muss uns zusammen sehen, dann wird sie glauben."
ham,"Oh did you charge camera","Oh hast du die Kamera aufgeladen?"
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!","Ich habe etwas Salz, du kannst es in meine offenen Wunden reiben, wenn du möchtest!"
ham,"Now i'm going for lunch.","Jetzt gehe ich zum Mittagessen."
ham,"I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.","Ich bin jetzt in der Schule und werde im Labor einige Dinge machen. Ruf mich an, wenn du fertig bist."
ham,"Oh k. . I will come tomorrow","Oh, okay. Ich werde morgen kommen."
ham,"Aight, text me tonight and we'll see what's up","Klar, schreib mir heute Abend und wir werden sehen, was los ist."
ham,"U 2.","Du auch"
ham,"Water logging in desert. Geoenvironmental implications.","Wasseransammlung in der Wüste. Geoenvironmentale Auswirkungen."
ham,"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.","Raji..bitte tu mir einen Gefallen. Bitte übermittle meine Geburtstagswünsche an Nimya. Bitte. Heute ist ihr Geburtstag."
ham,"Company is very good.environment is terrific and food is really nice:)","Firma ist sehr gut. Umgebung ist großartig und das Essen ist wirklich gut :)"
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u","Sehr seltsam. und schauen jetzt die 2. Aber ich bin im Bett. Träum süß, vermisse dich"
spam,"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!","SMS-VERSTEIGERUNG - Ein BRANDNEUES Nokia 7250 wird heute bei einer Versteigerung angeboten! Die Auktion ist KOSTENLOS zum Mitbieten und Teilnehmen! Sende jetzt NOKIA an 86021!"
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please","Hallo, ich hoffe, es geht euch beiden gut. Er hat gesagt, er würde mir schreiben, aber er hat es nicht getan. Hast du ihn gesehen? Bitte sei vorsichtig mit mir."
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*","Schatz! Ich liebe dich auch verdammt nochmal!! Weißt du das? Verdammt, es war so schön, deine Stimme zu hören. Ich brauche das so dringend. Ich verlange danach. Ich kann nicht genug bekommen. Ich verehre dich, Ahmad *Küsse*"
ham,"K sure am in my relatives home. Sms me de. Pls:-)","Klar, ich bin bei meinen Verwandten zu Hause. Schick mir eine SMS. Bitte :-)"
ham,"I sent them. Do you like?","Ich habe sie geschickt. Gefällt es dir?"
ham,"Fuuuuck I need to stop sleepin, sup","Fuuuuck, ich muss aufhören zu schlafen, was geht ab?"
ham,"I'm in town now so i'll jus take mrt down later.","Ich bin jetzt in der Stadt, also werde ich später einfach mit der U-Bahn fahren."
ham,"I just cooked a rather nice salmon a la you","Ich habe gerade einen ziemlich leckeren Lachs a la du gekocht."
ham,"I uploaded mine to Facebook","Ich habe meine auf Facebook hochgeladen."
ham,"WHAT TIME U WRKIN?","Um wie viel Uhr arbeitest du?"
ham,"Okie","Okie"
spam,"ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+","Teilnahme an einem wöchentlichen Wettbewerb, um die Chance zu haben, einen iPod zu gewinnen. Schicke POD an 80182, um teilzunehmen (Standard-SMS-Gebühren). Es gelten die allgemeinen Geschäftsbedingungen. Anruf unter 08452810073 für weitere Details. Ab 18 Jahren."
spam,"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP","Unsere Aufzeichnungen zeigen, dass Sie möglicherweise Anspruch auf 5000 Pfund Entschädigung für den Unfall haben, den Sie hatten. Um Anspruch zu erheben, antworten Sie kostenlos mit CLAIM auf diese Nachricht. Um den Text zu beenden, senden Sie STOP."
ham,"Sorry, I'll call later","Entschuldigung, ich rufe später an."
ham,"Oh oh... Den muz change plan liao... Go back have to yan jiu again...","Oh oh... Der Plan muss geändert werden... Wir müssen zurückgehen und noch einmal erforschen..."
ham,"It's wylie, you in tampa or sarasota?","Es ist Wylie, bist du in Tampa oder Sarasota?"
ham,"Ok... Take ur time n enjoy ur dinner...","Ok... Nimm dir Zeit und genieße dein Abendessen..."
ham,"Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.","Darren sagte, dass wenn du den Chef triffst, wir uns nicht zum Abendessen treffen. Denn später wirst du gehen und XY wird sich unwohl fühlen. Dann triffst du ihn zum Mittagessen."
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic","Erschrecken Sie Ihre Gruppe mit einer Halloween-Kollektion aus einem Logo & Bildnachricht sowie einem kostenlosen unheimlichen Ton. Text KARTE ERSCHRECKEN an 8007 zed 08701417012150p pro Logo / Bild."
ham,"I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..","Ich mag es günstig! Aber ich bin gerne bereit, beim Wein etwas mehr auszugeben, wenn es dir ein besseres Gefühl gibt."
ham,"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.","Sie ist in Ordnung. Ich hatte Schwierigkeiten mit ihrem Telefon. Es funktioniert mit meinem. Können Sie ihr bitte eine weitere Freundschaftsanfrage senden?"
ham,"Ugh my leg hurts. Musta overdid it on mon.","Ugh, mein Bein tut weh. Muss es am Montag übertrieben haben."
spam,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk","Rufen Sie Deutschland für nur 1 Cent pro Minute an! Rufen Sie von einem Festnetzanschluss über die Zugangsnummer 0844 861 85 85 an. Keine Vorauszahlung. Direkter Zugriff! www.telediscount.co.uk"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","SIE HABEN GEWONNEN! Ihr 4* Costa Del Sol Urlaub oder £5000 warten auf Abholung. Rufen Sie jetzt an unter 09050090044, um den Preis in Anspruch zu nehmen. SAE, Allgemeine Geschäftsbedingungen, Postfach 334, Stockport, SK38xh. Kosten £1.50/Min, Max 10 Minuten."
ham,"WOT STUDENT DISCOUNT CAN U GET ON BOOKS?","WELCHEN STUDENTENRABATT KANN MAN BEI WOT AUF BÜCHER ERHALTEN?"
ham,"Me fine..absolutly fine","Mir geht es gut...absolut gut."
ham,"How come she can get it? Should b quite diff to guess rite...","Warum kann sie es bekommen? Sollte ziemlich schwer sein, richtig zu erraten..."
spam,"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt","Hatten Sie Ihr Handy 11 Monate lang? Aktualisieren Sie KOSTENLOS auf die neuesten Farbkameras Handys von Orange und erhalten Sie unbegrenzte Anrufe am Wochenende. Rufen Sie Mobile Upd8 unter der kostenfreien Nummer 08000839402 an oder senden Sie 2StopTxt."
ham,"I will reach ur home in  &lt;#&gt;  minutes","Ich werde in &lt;#&gt; Minuten bei dir zu Hause ankommen."
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !","Schatz, ich antworte dir, siehst du mich nicht? Vielleicht solltest du YM neu starten ... Ich habe das Foto bekommen ... Es ist großartig!"
ham,"Hi.what you think about match?","Hallo. Was denkst du über das Spiel?"
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop","Ich weiß, du denkst an Malaria. Aber entspann dich, Kinder können Malaria nicht verkraften. Es wäre schlimmer gewesen und es ist eine Magen-Darm-Infektion. Wenn sie genug zu sich nimmt, um ihren Verlust auszugleichen, wird ihr Fieber sinken. Und wenn du ihr jetzt Malaria-Medikamente gibst, wird sie nur erbrechen. Es handelt sich um eine selbstlimitierende Krankheit, die bedeutet, dass sie in ein paar Tagen vollständig aufhören wird."
